"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL19611";"ILOMASTAT";"0";"388.47";"0";"1.50";"SID26756835";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"23.17";"0.44";"7.50";"7.30";"False";"CHEMBL964734";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150410";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL148171";"";"0";"378.41";"0";"1.19";"1k";"COc1cc2c(cc1O)CCN(S(=O)(=O)c1ccccc1)C2C(=O)NO";"IC50";"'='";"65.0";"nM";"7.19";"";"";"UO_0000065";"18.99";"0.38";"6.00";"6.19";"False";"CHEMBL719134";"Inhibition of matrix metalloprotease-12 (MMP-12)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146709";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL19611";"ILOMASTAT";"0";"388.47";"0";"1.50";"galardin";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"20.30";"0.38";"6.39";"6.39";"False";"CHEMBL863523";"Inhibitory activity against MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148611";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL1935297";"";"0";"471.54";"0";"4.22";"37";"CC(C)Cc1nc(-c2ccc3oc4cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc4c3c2)no1";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"17.53";"0.34";"4.05";"6.10";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935279";"";"0";"413.46";"0";"3.16";"12";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-n3cccn3)cc12)C(=O)O";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.92";"0.37";"4.66";"6.84";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1782664";"";"0";"427.53";"1";"5.64";"32";"O=C(O)Cc1ccc(CNC(=O)c2cc(-c3ccc(-c4ccccc4)cc3)cs2)cc1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"16.74";"0.32";"1.51";"10.78";"False";"CHEMBL1785457";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782016";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1935298";"";"0";"459.48";"0";"3.17";"38";"COCc1nc(-c2ccc3oc4cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc4c3c2)no1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"18.98";"0.37";"5.55";"6.02";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935299";"";"0";"483.42";"0";"4.04";"39";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3noc(C(F)(F)F)n3)cc12)C(=O)O";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"17.91";"0.36";"4.62";"6.39";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL4207046";"";"0";"427.55";"0";"4.13";"6a";"COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"12.82";"0.26";"1.35";"7.56";"False";"CHEMBL4189735";"Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184326";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL572027";"";"0";"447.13";"0";"4.65";"4m";"Nc1nc2c(-c3[nH]c(Br)c(Cc4ccccc4)c3Br)nccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1046363";"Inhibition of human MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155366";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL582812";"";"0";"461.16";"0";"4.85";"4u";"Nc1nc2c(-c3[nH]c(Br)c(Br)c3CCc3ccccc3)nccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1046363";"Inhibition of human MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155366";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL4213651";"";"0";"459.55";"0";"2.81";"6b";"COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"11.87";"0.24";"2.65";"5.12";"False";"CHEMBL4189735";"Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184326";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4202548";"";"0";"412.53";"0";"4.74";"8a";"COc1ccc(-c2ccc(Sc3ccccc3C(=O)CS(C)(=O)=O)cc2)cc1";"IC50";"'='";"230000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4189735";"Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184326";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL449228";"";"0";"347.39";"0";"2.97";"(R)-2a";"CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"21.36";"0.42";"4.45";"7.68";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL515439";"";"0";"347.39";"0";"2.97";"(S)-2b";"CC(C)[C@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"17.91";"0.35";"3.25";"6.44";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL475230";"";"0";"440.50";"0";"2.35";"(R)-3a";"CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NS(C)(=O)=O)ccc3c2c1)C(=O)O";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"18.07";"0.37";"5.61";"5.57";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL474622";"";"0";"448.50";"0";"3.93";"(R)-11";"CC(C)OC(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"16.52";"0.33";"3.48";"5.49";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL449325";"";"0";"148.16";"0";"1.57";"A13";"COc1ccc2nc[nH]c2c1";"IC50";"'='";"2000000.0";"nM";"2.70";"";"";"UO_0000065";"18.22";"0.34";"1.13";"7.12";"False";"CHEMBL964734";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150410";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL401435";"";"0";"415.52";"0";"4.40";"34";"COc1ccc(C2=NNC3(S2)C(=O)N(Cc2ccccc2)c2ccc(C)cc23)cc1";"IC50";"'>'";"22000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL899679";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137466";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL523034";"";"0";"420.44";"0";"3.15";"(S)-14, MMP408";"COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"20.69";"0.41";"5.55";"6.45";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL523035";"";"0";"434.47";"0";"3.54";"(S)-15";"CCOC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"19.11";"0.38";"4.76";"6.15";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL492905";"";"0";"500.50";"1";"4.72";"(S)-29";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1cc(NC(=O)Oc3ccc(F)cc3)ccc12)C(=O)O";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"15.58";"0.30";"3.08";"5.78";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL1940308";"";"0";"459.59";"0";"3.11";"14";"CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1";"IC50";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"11.10";"0.20";"1.99";"7.84";"False";"CHEMBL1943710";"Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL552377";"";"0";"456.57";"0";"2.81";"(S)-4b";"CC(C)[C@H](NS(=O)(=O)c1ccc2sc3cc(NS(C)(=O)=O)ccc3c2c1)C(=O)O";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"12.44";"0.27";"2.87";"4.38";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL561715";"";"0";"450.54";"0";"4.01";"(S)-12b";"CCOC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12";"IC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"18.20";"0.37";"4.19";"6.73";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL409536";"";"0";"392.44";"0";"2.93";"1";"O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL952575";"Inhibition of MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156486";"1";"Scientific Literature";"J. Biol. Chem.";"2007";"None";""
"CHEMBL576790";"";"0";"292.14";"0";"2.61";"4d";"Cc1[nH]c(-c2nccc3[nH]c(N)nc23)cc1Br";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1046363";"Inhibition of human MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155366";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL515439";"";"0";"347.39";"0";"2.97";"(S)-2b";"CC(C)[C@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"17.91";"0.35";"3.25";"6.44";"True";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL559583";"";"0";"464.57";"0";"4.40";"(S)-13";"CC(C)OC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12";"IC50";"'='";"23.1";"nM";"7.64";"";"";"UO_0000065";"16.44";"0.34";"3.24";"6.27";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL551187";"";"0";"531.68";"1";"4.87";"(S)-22";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)NCCc3cccs3)ccc12)C(=O)O";"IC50";"'='";"187.0";"nM";"6.73";"";"";"UO_0000065";"12.65";"0.26";"1.86";"5.40";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL564510";"";"0";"497.60";"1";"5.09";"(S)-24b";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)Nc3ccccc3)ccc12)C(=O)O";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"14.17";"0.28";"1.96";"5.66";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL563343";"";"0";"511.63";"1";"4.76";"(S)-25";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)NCc3ccccc3)ccc12)C(=O)O";"IC50";"'='";"34.1";"nM";"7.47";"";"";"UO_0000065";"14.60";"0.29";"2.71";"5.99";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL571814";"";"0";"354.21";"0";"3.96";"4f";"Nc1nc2c(-c3cc(Br)c(-c4ccccc4)[nH]3)nccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1046363";"Inhibition of human MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155366";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL78001";"";"0";"335.43";"0";"3.07";"8l";"CCCCC(CC(=O)NO)S(=O)(=O)c1ccc2ccccc2c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"23.51";"0.47";"4.82";"9.45";"False";"CHEMBL716818";"Inhibition of human Matrix metalloprotease-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133694";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL571362";"";"0";"354.21";"0";"3.96";"4k";"Nc1nc2c(-c3cc(-c4ccccc4)c(Br)[nH]3)nccc2[nH]1";"IC50";"'='";"18700.0";"nM";"4.73";"";"";"UO_0000065";"13.35";"0.29";"0.77";"5.67";"False";"CHEMBL1046363";"Inhibition of human MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155366";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL572982";"";"0";"270.33";"0";"3.12";"rac-1";"O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1";"IC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"22.57";"0.42";"2.98";"10.61";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL572947";"";"0";"288.37";"0";"2.73";"15";"O=C(O)C[S+]([O-])CCc1ccc(-c2ccccc2)cc1";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"18.54";"0.37";"2.62";"9.83";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL574444";"";"0";"310.35";"0";"3.87";"6f";"O=C(O)CC(O)CCc1ccc(-c2cc3ccccc3o2)cc1";"IC50";"'='";"181.0";"nM";"6.74";"";"";"UO_0000065";"21.72";"0.40";"2.87";"9.54";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL572982";"";"0";"270.33";"0";"3.12";"rac-1";"O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"23.93";"0.44";"3.35";"11.24";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL447787";"";"0";"521.62";"1";"3.68";"19";"CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"12.29";"0.23";"2.73";"5.09";"False";"CHEMBL946133";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141492";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL475619";"";"0";"508.50";"1";"3.28";"(S)-8";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NS(=O)(=O)CC(F)(F)F)cc12)C(=O)O";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"14.07";"0.30";"3.87";"5.01";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL497985";"";"0";"441.45";"0";"1.35";"51";"CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1";"IC50";"'='";"564.0";"nM";"6.25";"";"";"UO_0000065";"14.15";"0.28";"4.90";"7.02";"False";"CHEMBL1002955";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141723";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
